Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Maruti Suzuki Swift [2007-2011] VXi,Maruti Suzuki,Swift,2011,red,hatchback,56696,1st,5,petrol,43,In-Line Engine,1197,5-Speed,Manual,85,113,16.1,BS IV,"3,96,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,red,suv,40249,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"10,11,000"
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2015,red,hatchback,29169,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,BS IV,"6,61,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,red,hatchback,48449,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,50,000"
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,red,hatchback,55512,1st,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.2,BS IV,"4,35,000"
Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,2014,white,sedan,81335,2nd,5,diesel,43,Front Wheel Drive,1582,4-Speed,Manual,126,260,21.9,BS III,"7,72,000"
Maruti Suzuki Alto 800 [2012-2016] Vxi,Maruti Suzuki,Alto 800,2015,silver,hatchback,25388,1st,5,petrol,35,F8D,796,5-Speed,Manual,47.3,69,22.74,BS III,"3,31,000"
Renault Kiger RXZ MT Dual Tone,Renault,Kiger,2021,white,suv,17120,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,71,96,19.7,BS IV,"8,30,000"
Renault Kwid RXT,Renault,Kwid,2021,silver,hatchback,25170,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,"4,85,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,brown,hatchback,67154,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,05,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2012,grey,hatchback,40078,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,47,000"
Maruti Suzuki Alto 800 [2016-2019] Vxi,Maruti Suzuki,Alto 800,2017,grey,hatchback,10100,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22,BS V,"3,69,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,23326,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,68,000"
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,red,hatchback,56762,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.7,BS V,"5,78,000"
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2021,white,hatchback,6363,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,17,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,49799,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,49,000"
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,white,hatchback,94873,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.7,BS V,"5,76,000"
Ford EcoSport [2015-2017] Trend+ 1.0L EcoBoost,Ford,EcoSport,2016,blue,suv,69414,1st,5,petrol,52,1.0L Ecoboost (Petrol),999,5-Speed,Manual,124,170,18.9,BS IV,"6,29,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,red,hatchback,40450,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,23,000"
Ford EcoSport [2013-2015] Titanium 1.5L TDCi,Ford,EcoSport,2014,white,suv,86120,1st,5,diesel,52,TDCi Diesel Engine,1498,5-Speed,Manual,98.96,215,21.7,BS III,"6,43,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,29948,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,37,000"
Renault Kwid [2015-2019] RXT Opt,Renault,Kwid,2019,grey,hatchback,22356,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,"4,25,000"
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2011,grey,hatchback,77554,1st,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,"3,30,000"
Kia Seltos HTX G,Kia,Seltos,2020,red,suv,18499,1st,5,petrol,50,Smartstream G1.5,1497,6-Speed,Manual,113.4,114,16.8,BS IV,"13,69,000"
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2019,grey,muv,27462,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,"4,36,000"
Honda WR-V VX i-VTEC,Honda,WR-V,2019,red,suv,53948,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.5,BS IV,"8,83,000"
Kia Seltos GTX Plus,Kia,Seltos,2020,red,suv,20280,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.1,BS IV,"16,10,000"
Hyundai Verna Transform [2010-2011] 1.6 SX VTVT,Hyundai,Verna Transform,2011,white,sedan,75713,2nd,5,petrol,45,FWD,1599,5-Speed,Automatic,103,147,11.8,BS IV,"4,00,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2019,grey,hatchback,35607,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"4,29,000"
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2017,silver,muv,75728,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,"4,08,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,white,hatchback,26176,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,08,000"
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,19949,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,"7,39,000"
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1596,5-Speed,Manual,108,248,19.6,BS V,"7,54,000"
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1596,5-Speed,Manual,108,248,19.6,BS V,"7,54,000"
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,108,248,19.6,BS V,"7,54,000"
Renault Duster [2015-2019] 110 PS RXL 4X2 MT,Renault,Duster,2015,red,suv,59680,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,108,248,19.6,BS V,"7,54,000"
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2014,white,sedan,68363,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.1,BS IV,"4,61,000"
Renault Triber RXZ AMT,Renault,Triber,2020,red,muv,12256,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Automatic,72,96,18.2,BS IV,"7,32,000"
Renault Triber RXZ,Renault,Triber,2019,orange,muv,16554,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20,BS IV,"7,01,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,silver,hatchback,38156,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI,Maruti Suzuki,Alto 800,2012,white,hatchback,66016,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.74,BS III,"2,71,000"
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2013,blue,hatchback,24862,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"2,93,000"
Toyota Etios [2010-2017] G,Toyota,Etios,2012,silver,sedan,67312,2nd,5,petrol,45,4 cylinder petrol engine,1496,5-Speed,Manual,90,132,17.57,BS IV,"3,68,000"
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT,Hyundai,Grand i10,2013,red,hatchback,68842,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"4,47,000"
Honda WR-V i-DTEC VX,Honda,WR-V,2018,brown,suv,48924,1st,5,diesel,40,i-DTEC Diesel engine,1498,6-Speed,Manual,97.89,200,23.7,BS IV,"9,12,000"
Maruti Suzuki Swift Dzire [2008-2012] VXI,Maruti Suzuki,Swift Dzire,2011,grey,sedan,71460,1st,5,petrol,43,In-Line Engine,1298,5-Speed,Manual,85.8,114,17.5,BS IV,"3,87,000"
Renault Kwid [2017-2019] RXT 1.0 SCE Special (O),Renault,Kwid,2019,red,hatchback,33661,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,"4,48,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,51,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,51,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,51,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,33394,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,51,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,"9,14,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,"9,14,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,"9,14,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2019,brown,sedan,9242,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,"9,14,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2014,white,sedan,88267,1st,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121,158,17.01,BS III,"5,98,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"18,22,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"18,22,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"18,22,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,silver,suv,13185,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"18,22,000"
Kia Seltos GTX Plus,Kia,Seltos,2020,white,suv,25450,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.1,BS IV,"15,89,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,27,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,27,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,27,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2020,white,sedan,37283,2nd,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,27,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2019,blue,sedan,41804,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"8,63,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2011,red,hatchback,72631,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,15,000"
Renault Kwid [2015-2019] 1.0 RXT Opt,Renault,Kwid,2019,grey,hatchback,37865,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,"4,33,000"
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2014,white,hatchback,72514,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"4,54,000"
Renault Kiger RXT MT Dual Tone,Renault,Kiger,2021,silver,suv,21304,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,71,96,19.17,BS IV,"8,07,000"
Maruti Suzuki Swift VXI,Maruti Suzuki,Swift,2021,red,hatchback,7881,1st,5,petrol,37,VTVT Engine,1197,5-Speed,Manual,81.8,113,21.21,BS IV,"7,34,000"
Mahindra Scorpio [2014-2017] S6 Plus,Mahindra,Scorpio,2016,black,suv,54656,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.4,BS IV,"10,54,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,grey,hatchback,39400,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,49,000"
Skoda Rapid [2011-2016] Elegance 1.6 MPI AT,Skoda,Rapid,2012,silver,sedan,52326,1st,5,petrol,55,4 cylinder inline petrol engine,1598,6-Speed,Automatic,103,153,14.3,BS III,"5,38,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,brown,crossover,24310,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,"8,83,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,25966,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,44,000"
Honda City [2008-2013] V AT,Honda,City,2011,black,sedan,90745,1st,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,5-Speed,Automatic,118,146,10.4,BS IV,"4,85,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2019,blue,suv,21628,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"9,95,000"
Renault Triber RXZ AMT,Renault,Triber,2020,blue,muv,43164,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Automatic,72,96,18.2,BS IV,"7,52,000"
Maruti Suzuki Alto [2010-2013] LXI,Maruti Suzuki,Alto,2011,black,hatchback,16061,2nd,5,petrol,35,In-Line Engine,796,5-Speed,Manual,46.3,62,19.7,BS IV,"2,66,000"
Hyundai Xcent [2014-2017] SX AT (O) Petrol,Hyundai,Xcent,2015,blue,sedan,65025,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,4-Speed,Automatic,81,114,16.1,BS IV,"5,51,000"
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2014,black,hatchback,26974,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"4,77,000"
Maruti Suzuki Swift Dzire [2012-2017] VXi,Maruti Suzuki,Swift Dzire,2013,beige,sedan,23778,1st,5,petrol,42,K Series VVT Engine,1197,5-Speed,Manual,85.8,114,19.1,BS IV,"5,23,000"
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,black,sedan,7594,1st,5,petrol,45,1.5 l MPi,1497,5-Speed,Automatic,113,144,18.4,BS IV,"14,22,000"
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,blue,hatchback,21075,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,30,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,"8,94,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,6-Speed,Manual,105.94,140,17.18,BS IV,"8,94,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,"8,94,000"
Toyota Yaris [2018-2021] J,Toyota,Yaris,2020,brown,sedan,7122,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,6-Speed,Manual,105.94,140,17.18,BS IV,"8,94,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,red,suv,25219,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,"17,00,000"
Mahindra Scorpio [2014-2017] S10,Mahindra,Scorpio,2015,blue,suv,94751,2nd,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.4,BS IV,"9,14,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,blue,sedan,26246,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"9,71,000"
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2015,brown,sedan,93570,2nd,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91,130,19.12,BS IV,"5,93,000"
Maruti Suzuki Swift Dzire [2012-2017] VXI AT,Maruti Suzuki,Swift Dzire,2014,white,sedan,70563,2nd,5,petrol,42,K Series VVT Engine,1197,4-Speed,Automatic,85.8,114,19.1,BS IV,"4,99,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2020,golden,crossover,14965,1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"7,28,000"
Renault Kwid [2015-2019] RXE,Renault,Kwid,2015,bronze,hatchback,33390,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,"2,87,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2011,brown,hatchback,53349,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.5,BS IV,"3,73,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,silver,hatchback,87635,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,04,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2011,grey,hatchback,77919,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,18,000"
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT AT,Ford,EcoSport,2017,white,suv,84118,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,6-Speed,Automatic,110,140,16.5,BS IV,"7,27,000"
Hyundai New Santro 1.1 Era Executive,Hyundai,New Santro 1.1,2018,white,hatchback,22735,1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.3,BS IV,"4,47,000"
Hyundai Creta [2015-2018] 1.6 SX,Hyundai,Creta,2017,black,suv,50749,1st,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,19.67,BS IV,"11,50,000"
Honda Mobilio [2014-2017] S Petrol,Honda,Mobilio,2015,red,muv,45754,2nd,7,petrol,42,1.5L i-VTEC,1497,5-Speed,Manual,118,145,17.3,BS IV,"6,05,000"
Mahindra Scorpio [2014-2017] S10 AT,Mahindra,Scorpio,2015,white,suv,72696,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Automatic,120,280,15.4,BS IV,"11,17,000"
Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT,Hyundai,Grand i10,2015,orange,hatchback,99001,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,4-Speed,Automatic,82,114,18.9,BS IV,"5,06,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,blue,hatchback,85933,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,10,000"
Datsun GO [2014-2019] T,Datsun,GO,2014,red,hatchback,55890,2nd,5,petrol,35,DOHC with Dual VTVT,1798,5-Speed,Manual,67.05,104,19.02,BS V,"2,90,000"
Volkswagen Vento [2010-2015] Highline Petrol AT,Volkswagen,Vento,2013,black,sedan,88105,1st,5,petrol,55,4 cylinder inline,1598,6-Speed,Automatic,103,153,14.4,BS III,"5,42,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,black,suv,20761,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,"17,20,000"
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2016,white,hatchback,56280,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"5,23,000"
Honda WR-V VX i-VTEC,Honda,WR-V,2017,grey,suv,37043,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.5,BS IV,"7,45,000"
Mahindra Scorpio [2014-2017] S10 AT,Mahindra,Scorpio,2015,white,suv,79576,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Automatic,120,280,15.4,BS IV,"10,52,000"
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX,Hyundai,Fluidic Verna 4S,2017,white,sedan,29759,1st,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,5-Speed,Manual,121,158,17.4,BS IV,"8,54,000"
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT,Ford,EcoSport,2017,red,suv,28559,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,5-Speed,Manual,110,140,15.8,BS IV,"7,88,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,18214,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,60,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2015,white,hatchback,92256,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"6,89,000"
Honda Mobilio [2014-2017] V Petrol,Honda,Mobilio,2015,silver,muv,42933,2nd,7,petrol,42,1.5L i-VTEC,1497,5-Speed,Manual,118,145,17.3,BS IV,"6,38,000"
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,blue,sedan,18146,1st,5,petrol,45,1.5 l MPi,1497,5-Speed,Automatic,113,144,18.4,BS IV,"14,58,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,red,hatchback,29602,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"8,14,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,silver,suv,26994,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,"17,74,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,47642,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,55,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2012,red,hatchback,67041,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,14,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,30234,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2017,white,hatchback,33545,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"8,76,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,"4,23,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,"4,23,000"
